id,company_id,entry_number,entry_date,description,source_module,source_id,is_adjusting,is_reversal,posted
e275b38f-1af6-4a4f-a009-88cf819304f5,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,28,2024-04-26,Sales invoice issued,sales,7b3b4f68-4d83-441d-b3c4-9a1c81b744fd,False,False,True
324d0da5-7f28-4cd7-8b7b-1fa10727f87d,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,29,2024-04-26,Sales invoice issued,sales,a5a188d9-2773-4a21-8dd2-55955d9da65a,False,False,True
933a0c97-cb9e-4d55-b66d-08b5a3b246fb,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,30,2024-04-29,Sales invoice issued,sales,a1972f44-d92f-441d-a41b-65dec84af5fd,False,False,True
7156818d-9c7e-4548-b8e3-00a02bbebb49,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,31,2024-04-29,Supplier payment made,purchasing,394c4a48-5965-4994-b8fe-a42334343c69,False,False,True
36175bd4-ff52-40c7-98e2-e2292f8f0202,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,32,2024-04-30,Payroll processed,payroll,0f12b9b2-2d3c-438e-8643-761bbab96a94,False,False,True
b009d2f0-221a-4f0c-9fa9-58ac9c02d4a9,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,33,2024-04-30,Customer payment received,sales,c4f31307-8b1d-4b8b-80d2-a460ab9d8115,False,False,True
4068a9f1-e4b7-4bbe-9282-cbfd4810fe64,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,34,2024-04-30,Depreciation — POS System,assets,0c36bed9-2cda-4b62-a4b6-f5ecfcdd0936,False,False,True
6ef62b6c-dea1-430a-92ad-0dd65059222e,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,35,2024-04-30,Depreciation — Laptop x2,assets,548de992-0e1b-46b6-9012-952273971b9c,False,False,True
fcace075-6649-40d3-8392-f9475078e3b5,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,36,2024-04-30,Depreciation — Printer/Scanner,assets,7377e01e-66c5-4717-8a2d-74ddd8e75986,False,False,True
e57e9873-7aa5-4fef-ad69-4ed84450b946,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,37,2024-04-30,Depreciation — Shop Shelving,assets,4680fecb-8b39-486e-8db8-78b0e2a34609,False,False,True
c6ae8b14-d882-4c62-9d19-8d53b43bd981,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,38,2024-04-30,Depreciation — Display Stands,assets,11870b6b-797b-49cc-b7d1-436197c27f64,False,False,True
583f503b-b680-4bd0-bbf8-1ff3f4a4878b,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,39,2024-04-30,Depreciation — Counter & Checkout,assets,b7113ce2-9779-4f73-ba8a-4e24ab3b699c,False,False,True
160e5941-f3c9-44a4-ac9e-8172dcaa04ce,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,40,2024-04-30,Depreciation — Signage,assets,c3b1e358-b374-4600-9fa5-f8b6afac98be,False,False,True
d2c4f97d-71e0-4b42-8a3d-95c2f73ca1ac,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,41,2024-04-30,Depreciation — Delivery Van,assets,b3e08ff8-5c4b-4db5-958b-d12f21eca930,False,False,True
157c194a-5b64-4efe-8403-5dd3a539b992,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,42,2024-04-30,Depreciation — Security System,assets,2f6f0756-d6d3-4116-b2b5-827681fbc288,False,False,True
94bd09e9-0538-45c5-8487-609b1c53be77,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,43,2024-05-02,Sales invoice issued,sales,a5fb137d-eb11-4f02-993b-c0f1978e885b,False,False,True
8aa47170-ca44-4c4c-b4dd-cef3503550b9,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,44,2024-05-02,Customer payment received,sales,5018e604-b273-4d58-b218-88183e737cd7,False,False,True
b19f4d8b-2cfd-4064-8eeb-b2f0ae907ba7,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,45,2024-05-02,Supplier invoice received,purchasing,0d9e9cac-bdd1-4bbb-a2dc-440473e69461,False,False,True
91b3dfbf-fff8-42c7-aa2a-3d5c29d24165,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,46,2024-05-02,Supplier invoice received,purchasing,fd68ada9-58ac-48e4-9d2c-3a86bd1eb487,False,False,True
ecff4a1c-9875-4c98-b042-4e23b1c0fb6b,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,47,2024-05-03,Sales invoice issued,sales,91d8c325-542d-42b5-b60c-cd4e22748734,False,False,True
8cab3ccb-bcf0-4fbf-b290-a4014264f5ae,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,48,2024-05-03,Sales invoice issued,sales,f31eb937-9552-4e70-b755-633804e13f90,False,False,True
fc449fc1-6977-412e-8f6a-643b67d14154,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,49,2024-05-06,Sales invoice issued,sales,3f557ed1-8056-4373-aa4d-ef68085c2ffa,False,False,True
29ff6026-61f1-4b81-be39-37b1b07cb7b5,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,50,2024-05-06,Customer payment received,sales,ee7a91b3-b404-4b0d-a9a2-45b1476ea3ca,False,False,True
e366534f-8e16-4196-b22c-0036c4a96f32,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,51,2024-05-07,Sales invoice issued,sales,63167da1-6290-4331-ba2c-0b03fb176fdd,False,False,True
9df092e8-4f0f-497e-b51e-1ec39ad7029d,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,52,2024-05-07,Sales invoice issued,sales,619aa006-1548-4c98-b6e1-abbfcf12eeac,False,False,True
d41e919a-cc8c-4484-a4cf-a99d1c9b65cd,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,53,2024-05-07,Customer payment received,sales,b5e62204-c29d-4d18-8ced-531a343406e6,False,False,True
831450c1-3093-4214-ac24-38390a53df82,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,54,2024-05-08,Sales invoice issued,sales,297f3472-bed6-4276-8002-0cde630eec06,False,False,True
4ad7285d-b870-442c-b53e-665f870ead8c,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,55,2024-05-08,Customer payment received,sales,c51d014c-d9c3-46e0-9303-da12e322c49e,False,False,True
6e7e33ac-bb07-4584-b674-c9ce86419ce0,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,56,2024-05-09,Sales invoice issued,sales,5e8ee8e1-a991-4bb2-bfcd-0849292b1936,False,False,True
8d805207-9b94-47c4-b06e-ef8e6b3a8ed2,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,57,2024-05-09,Sales invoice issued,sales,1afa97a8-3eb2-4f58-bad6-c83fd0e1aaf3,False,False,True
43400489-d280-4acd-af02-8d071707d450,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,58,2024-05-09,Sales invoice issued,sales,f3434987-2b4d-4cd9-a2ea-d35cda928d3f,False,False,True
cb70a10c-6907-491b-8a90-6d1d8abb2ffc,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,59,2024-05-09,Customer payment received,sales,49f0e699-c768-4897-af7d-fdfa659f3cc7,False,False,True
6a1a3f06-d8d9-45b6-8d2f-26363d60ed04,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,60,2024-05-10,Sales invoice issued,sales,1a7dee61-bce8-4d64-8653-6d52ae12d9cd,False,False,True
611c2fe5-ae1d-4fac-ac5f-988ac8206352,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,61,2024-05-10,Sales invoice issued,sales,e2a24442-8f12-4a28-9621-59c56eb3c51b,False,False,True
6802a6da-9c6f-4b31-92a2-70dc20c608b3,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,62,2024-05-13,Sales invoice issued,sales,5bf09d4b-f9f7-44eb-868c-8e5db8db68a3,False,False,True
d788c690-8be9-4110-9244-606cf5069c27,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,63,2024-05-13,Supplier invoice received,purchasing,ffc3487b-4779-4e43-8ea3-de37b24b5b47,False,False,True
b25d7f10-0d0f-4620-a090-ede2cc93d3b0,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,64,2024-05-14,Sales invoice issued,sales,65c5b0d4-bba2-4c23-b68e-6759c662702e,False,False,True
7e4cbf5f-5722-4cdf-962f-a5b36fd6d1c7,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,65,2024-05-14,Sales invoice issued,sales,eb807a87-1b5e-4404-b381-c7ba61eccfa4,False,False,True
a067586d-6990-4ff2-acb4-2b910bf47d13,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,66,2024-05-14,Sales invoice issued,sales,fc1a0582-8836-4db7-9493-61d37cefc06b,False,False,True
fbaf7867-d40f-4ed4-8848-112a055b1c2a,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,67,2024-05-14,Sales invoice issued,sales,b2c4233f-bf02-4662-b57c-02c62b1782b0,False,False,True
f52d8df6-937a-44da-aff0-b542c79076b5,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,68,2024-05-14,Customer payment received,sales,c7febe33-6bb0-41cc-9373-220fa843539a,False,False,True
9f8fb61b-da3e-40cf-9940-7ef84e770331,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,69,2024-05-15,Payroll processed,payroll,6425e7d7-7dc3-4bdb-b6f7-508aa0a99d3b,False,False,True
db1d1e50-cef4-4e20-ad1f-662e4516efb6,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,70,2024-05-15,Sales invoice issued,sales,50036f0e-b094-4622-9937-f3ddc48de28d,False,False,True
0f80ae1f-d6ad-48dd-b401-92f1c9d00cf7,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,71,2024-05-15,Customer payment received,sales,02d15a73-9a9b-4f93-a695-cf6fe083c0c5,False,False,True
bdb1115a-4ef8-4167-848f-00077a7b0884,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,72,2024-05-16,Sales invoice issued,sales,f616b06b-1bd4-49c9-ae24-15ac7b8086a3,False,False,True
fa4b66ae-911e-4b18-9f2c-cbdcbc78a3a3,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,73,2024-05-16,Sales invoice issued,sales,c6a01684-51d2-4465-9172-40dbffa70632,False,False,True
03133e4d-43a0-4949-8eef-a00dabbeb669,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,74,2024-05-16,Customer payment received,sales,dd62b2a9-6388-46a9-ad36-f92ac4efcc9f,False,False,True
95efa604-5615-4519-9632-f396568e6b17,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,75,2024-05-17,Sales invoice issued,sales,9fe58886-2316-47de-8650-0354d79197ca,False,False,True
f451a6d0-b268-4af8-afde-720601747546,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,76,2024-05-17,Sales invoice issued,sales,abe4db2e-1b5a-4fd8-8074-06405b97dc6d,False,False,True
7bcace5a-3c52-4dc4-960e-4bf3debe90fd,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,77,2024-05-17,Customer payment received,sales,2f0db681-34d6-43d4-a800-cb8f4bf341cc,False,False,True
0268dbaa-fbd6-453d-9fb8-a7fbe83b175c,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,78,2024-05-17,Supplier invoice received,purchasing,e5402499-460c-43e8-8a43-b8457361debe,False,False,True
89c4bbb5-140e-44cc-8d0a-ce8f129730d7,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,79,2024-05-20,Sales invoice issued,sales,91b9daeb-244b-4ae2-bdf4-be392444befa,False,False,True
61dcb8e6-d5f0-4097-9b40-1b8f2f769448,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,80,2024-05-20,Sales invoice issued,sales,3165fa64-cff1-43c5-8f61-0224a652961c,False,False,True
4d634166-894d-46bc-99d7-18cd9446c81b,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,81,2024-05-20,Customer payment received,sales,e9c1a911-ddf7-4a62-b870-c86e8fed2927,False,False,True
14e44483-b388-4b89-bd52-24ccd6864fda,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,82,2024-05-20,Supplier invoice received,purchasing,19a1f03f-c749-47f0-82ca-d92b87c615f8,False,False,True
f5b5dde0-e26c-479d-9c34-367b77ccb402,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,83,2024-05-21,Sales invoice issued,sales,b132d5bd-27cb-4940-9ec8-5c5aa0bc8ee7,False,False,True
42c437ce-7859-441f-893c-559be3a28f55,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,84,2024-05-21,Sales invoice issued,sales,9389b691-130e-4bed-9553-1133afb4fc18,False,False,True
27fe0ec7-6189-4bda-ae8c-24a7cfe044d9,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,85,2024-05-22,Sales invoice issued,sales,1aaa53e2-b2a6-47d4-893b-b874f6c2e404,False,False,True
f91e097e-f27d-4238-a1b7-d2431938926c,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,86,2024-05-22,Sales invoice issued,sales,beb228aa-a7e6-4227-88b9-c1a92f16d1df,False,False,True
91d08b20-4b02-47e5-ba57-338aa5d3979b,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,87,2024-05-22,Customer payment received,sales,0a1f2c65-62e8-4d8c-aa15-ea6c80c311c8,False,False,True
a009ce48-2edf-42cd-ae9d-2334b117f02d,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,88,2024-05-22,Customer payment received,sales,1f2a5675-e45a-44aa-8467-fd90e8417ff8,False,False,True
05f97bad-b62f-4930-a5e3-092bb6d4cb9c,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,89,2024-05-23,Sales invoice issued,sales,fef221fa-95d0-4ae8-9b3f-ed5a353c156e,False,False,True
03f281db-092d-4429-9d9a-704cf271ad4e,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,90,2024-05-23,Supplier payment made,purchasing,cc384f13-9436-45a8-8f6a-044dadfebaec,False,False,True
ad383a80-a43f-4d86-865a-a96438a58c41,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,91,2024-05-24,Sales invoice issued,sales,ed924149-e19a-4055-8647-0c7c679a2a8d,False,False,True
ae98e3dc-8dc9-419a-a939-262723920103,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,92,2024-05-24,Sales invoice issued,sales,00510f77-0fe0-4233-ac5c-56281a9ae039,False,False,True
ba7f6e66-1862-4946-8e06-5cde97786917,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,93,2024-05-24,Sales invoice issued,sales,dfccad35-0f9a-4bef-9bd5-d311be7023fc,False,False,True
740ddca8-55db-49c7-bb7e-054ab3b4d167,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,94,2024-05-24,Sales invoice issued,sales,0fdc94b8-a10e-48f5-8239-121f61ae3ebe,False,False,True
7d964051-1156-4571-9c5b-b15234bc8ee3,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,95,2024-05-24,Supplier invoice received,purchasing,733c6113-7fd5-4062-b97b-eee90124a94d,False,False,True
926a331d-9ef1-4e5e-978b-62b294f6e8f8,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,96,2024-05-27,Sales invoice issued,sales,ff284b29-57e7-4023-bb0c-f819709373c8,False,False,True
4b91d682-2bf1-4e64-8e44-a73176df7097,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,97,2024-05-27,Sales invoice issued,sales,d3802781-15e7-4f4c-af6a-adad14cb70c5,False,False,True
84100434-5f0e-4abe-b42d-9247a9ddbdea,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,98,2024-05-27,Sales invoice issued,sales,e01fa70e-73d9-4176-9041-fa21a70ab3c4,False,False,True
b0a3a4f4-643c-4198-906d-e42835a2e634,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,99,2024-05-27,Sales invoice issued,sales,e794e363-f3b3-45d2-95fb-8bb3a48c7685,False,False,True
0ea25314-e49b-441b-8a46-28f70ae2f96a,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,100,2024-05-27,Customer payment received,sales,27d6a4ef-acd9-41a3-b13b-3e3f789e3f39,False,False,True
d5529234-ed31-4b48-8933-6f59e1222e5f,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,101,2024-05-27,Customer payment received,sales,27cebc89-24bd-4427-9939-f28995617728,False,False,True
98dea72f-fff7-4aa5-9d88-59c2b524edda,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,102,2024-05-27,Supplier invoice received,purchasing,8fdb1290-82ae-48ba-a954-08dd0611709a,False,False,True
bdc99518-300d-4e62-bc6d-8b8c72deacf0,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,103,2024-05-27,Supplier invoice received,purchasing,a0d1428c-fd12-4020-8030-3f1a9e47bd92,False,False,True
d64a4bc1-e0b6-4dbb-a7d0-69ab88569e1c,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,104,2024-05-27,Supplier invoice received,purchasing,2ecd954b-87a8-4a7d-95d8-a8abc20bad2d,False,False,True
db932b3c-3039-469d-899f-c81bc767df05,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,105,2024-05-27,Supplier payment made,purchasing,0b703a09-1c5d-4452-b920-08ee5c1be5ea,False,False,True
759c2f2d-ffc0-4816-a395-d8bc318abc6b,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,106,2024-05-28,Sales invoice issued,sales,e3e32dcc-43e5-4e1a-9db7-badda393c0a1,False,False,True
1cd420fc-c7ec-4621-b872-c58d828a2ec4,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,107,2024-05-28,Customer payment received,sales,a1dc11e8-5224-4b4b-8ae8-62587c611f7f,False,False,True
c60e07f5-8b1a-4da1-b3eb-1e6af51d02dc,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,108,2024-05-28,Supplier payment made,purchasing,f8aaeb71-42f4-4eee-906a-037a8aaafd2b,False,False,True
cc2c8e84-4ab9-49b3-98c7-84d737e8b622,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,109,2024-05-28,Supplier payment made,purchasing,d08ba60f-eb58-4bcb-bc98-d09ff117bd3b,False,False,True
37b75997-3958-4cea-8615-0459bc801b32,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,110,2024-05-29,Sales invoice issued,sales,6e69850c-eeaf-42fb-a60f-04a73086d107,False,False,True
09b72ebd-14aa-4c81-af97-5635c4a3d58f,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,111,2024-05-29,Customer payment received,sales,aec0db67-b9d1-42ed-a1a0-c309305d6f2b,False,False,True
2ffc7b1a-a31f-453d-b959-fb17721f979c,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,112,2024-05-29,Customer payment received,sales,1ebd9425-99c9-461c-8a94-81cd9d5b3f56,False,False,True
0ebed715-a3bb-480f-aa08-bb226dbde5e9,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,113,2024-05-29,Supplier invoice received,purchasing,c308fe98-f24e-4fa3-8363-fe1f1cafb8f6,False,False,True
60b88eb3-9e38-4222-b004-fb37df193da6,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,114,2024-05-29,Supplier invoice received,purchasing,67911255-981a-4a7a-a162-3762c5601b50,False,False,True
700d1245-8186-4ec8-bf2d-c190676de5c5,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,115,2024-05-30,Sales invoice issued,sales,50145f8e-68dd-434c-b09d-8966a77e80ce,False,False,True
f14183e8-5905-4f63-a37f-5ab96d46de23,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,116,2024-05-30,Sales invoice issued,sales,d84fc8a1-8fb0-4aae-a92e-50e81e2beeea,False,False,True
dece81aa-bf0b-4c03-9dd7-d73e789c363d,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,117,2024-05-30,Sales invoice issued,sales,1a65d693-c52d-4e68-be66-6ab58cfd923f,False,False,True
d6cb9f48-c6b7-4ddd-8bb7-3c42b6f6c36b,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,118,2024-05-30,Customer payment received,sales,460c3387-c61a-4a18-9667-0feefe6188f3,False,False,True
62365e24-ded0-407b-bab2-58d5f51b9a95,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,119,2024-05-30,Customer payment received,sales,ab966e8a-9347-4716-89bf-e58502613cbc,False,False,True
b37b5918-60d8-4906-90d5-d1852ed04c2f,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,120,2024-05-30,Supplier invoice received,purchasing,33226514-cf59-4461-adc0-c11ffffcb8d9,False,False,True
6f77b0a9-b1a1-4e7d-891c-47ccdab714eb,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,121,2024-05-30,Supplier payment made,purchasing,a7d4232b-523f-43eb-a302-2319163dc687,False,False,True
f2e2001a-1e0a-4c4a-8601-35bf8ba708a0,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,122,2024-05-31,Payroll processed,payroll,42e2b294-3b02-44c1-a2e8-fdd0dbcca07d,False,False,True
8f63d939-107d-48ad-8f16-54f22e7719e9,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,123,2024-05-31,Sales invoice issued,sales,695516d7-c8d6-411f-a290-99301e5960da,False,False,True
7fe3ccda-9060-446a-be73-3e160289806b,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,124,2024-05-31,Sales invoice issued,sales,55ffee6a-c3bf-4ded-b40b-df442e2e6dcd,False,False,True
ec77c768-e947-473c-b1b6-fd10335c7587,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,125,2024-05-31,Customer payment received,sales,ec00b289-efb5-4c9e-9be4-8f614f0bcf6d,False,False,True
