id,company_id,customer_id,order_number,order_date,status,subtotal,gst_amount,total_amount,notes
75712839-d431-433a-90be-3c6b16af481b,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,43a324c2-dbe6-4372-bb04-02b431abc036,SO-000014,2024-04-22,confirmed,208700.1,41740.65,250440.75,
553feb0e-cf10-4ce8-8be9-3bf9e3e6e407,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,5befe573-a3fc-43ae-8a15-bc27a4800852,SO-000015,2024-04-22,confirmed,80171.7,16034.55,96206.25,
9ced1766-e1aa-49d5-b068-d2854b4c9239,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,d76556dc-644b-4940-b9fa-85b1ead25b7a,SO-000016,2024-04-22,confirmed,68214.3,13642.65,81856.95,
6ff3de32-3af6-45a8-9670-328c2631eebd,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,8563b29f-5560-4de0-b903-4e689f1b39f8,SO-000017,2024-04-23,confirmed,187061.7,37412.55,224474.25,
7ee23c98-965c-447e-bf87-6671291f619d,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,278981a6-959b-4d62-8c0b-aaf194ddc21b,SO-000018,2024-04-24,confirmed,162515.85,32502.75,195018.6,
0440e1ea-2326-40c2-a5d9-d0988b8fed65,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,45e552d3-6c4d-40c2-8650-8996a5f98b92,SO-000019,2024-04-24,confirmed,363353.55,72670.5,436024.05,
e502e6d9-fd0b-4c09-9d0d-b58cae549e2d,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,cc18895c-4b38-41e7-adc7-e2e7822c6adb,SO-000020,2024-04-25,confirmed,84289.8,16858.8,101148.6,
3d464424-2d58-4877-b1c4-3ff428328db2,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,bddc8f13-0158-4120-8ba5-9db1dc9867c0,SO-000021,2024-04-26,confirmed,57697.5,11539.5,69237.0,
c94d5a38-2651-4ea4-9fef-63e5d8a3ad08,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,d76556dc-644b-4940-b9fa-85b1ead25b7a,SO-000022,2024-04-26,confirmed,252565.95,50513.4,303079.35,
3c174ad6-5610-48f4-af8e-747eb5021955,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,15924d83-ee41-427a-8250-9db9d6bb72be,SO-000023,2024-04-29,confirmed,363472.2,72694.65,436166.85,
873c9028-1320-41c2-9804-9db40522f75c,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,2b2656b0-d3f3-4315-b037-b9f29a0d072a,SO-000024,2024-05-02,confirmed,281654.1,56332.5,337986.6,
339b5992-f7ff-4bc2-a11a-209f0b0a59e9,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,e5f8a306-7ec2-411b-befa-3e342ce6578a,SO-000025,2024-05-03,confirmed,41676.6,8334.9,50011.5,
b77a7bdd-647e-43d9-ac11-8c88effeb5f5,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,278981a6-959b-4d62-8c0b-aaf194ddc21b,SO-000026,2024-05-03,confirmed,165441.15,33088.65,198529.8,
988d4c63-087c-4bee-9bb4-06d132bcb838,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,e4b89ce3-a6b2-4640-b29c-9b7975624b62,SO-000027,2024-05-06,confirmed,498969.45,99793.05,598762.5,
f840264f-737c-48d1-a6df-d598c3b5e1bd,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,a8b53655-259e-49ab-a571-d809956255c8,SO-000028,2024-05-07,confirmed,7288.05,1457.4,8745.45,
559dd7ab-6a5a-4ba2-ac14-365d995fea3b,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,2ea529c6-2c27-45a2-aaf9-05d995902a24,SO-000029,2024-05-07,confirmed,246583.05,49316.4,295899.45,
dd111527-4197-4513-983c-e1db62b6cdda,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,fdeb5f65-7ba3-4f77-bb80-ce9a23adb744,SO-000030,2024-05-08,confirmed,277040.4,55407.45,332447.85,
aff3a4b9-fad5-46b0-8f75-f805d3feb88d,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,e4c18171-9905-438e-a433-8584d86ca296,SO-000031,2024-05-09,confirmed,441706.65,88341.75,530048.4,
3faaccf6-b255-4091-80f2-ff52b8a5a26a,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,278981a6-959b-4d62-8c0b-aaf194ddc21b,SO-000032,2024-05-09,confirmed,440630.4,88126.5,528756.9,
cb40a3ad-fe17-4bca-a10f-75de2c58b6c5,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,e4b89ce3-a6b2-4640-b29c-9b7975624b62,SO-000033,2024-05-09,confirmed,24185.7,4837.35,29023.05,
c1174108-c5b1-4594-b969-5c53e8e02257,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,8bbdde61-64f8-41fa-9a8b-482fcddd168c,SO-000034,2024-05-10,confirmed,117432.0,23486.4,140918.4,
aaba6d4a-6ae3-4a9f-af62-d05be4a21b70,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,6e67aedf-0ee7-41dd-903f-42c08fe90f6e,SO-000035,2024-05-10,confirmed,179827.2,35964.6,215791.8,
1a7b109b-569b-4712-967c-a7d4333b2411,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,e4c18171-9905-438e-a433-8584d86ca296,SO-000036,2024-05-13,confirmed,125546.4,25109.7,150656.1,
a92573ad-46de-4dd0-b873-f57b2c723304,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,fdeb5f65-7ba3-4f77-bb80-ce9a23adb744,SO-000037,2024-05-14,confirmed,282781.8,56556.15,339337.95,
27482806-b74c-4c1e-a261-b0c18ba08faa,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,fc45fc91-2842-4446-b248-392e89d83dd5,SO-000038,2024-05-14,confirmed,114841.65,22968.75,137810.4,
af4d16ae-42c4-4898-a952-09094a06277e,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,d76556dc-644b-4940-b9fa-85b1ead25b7a,SO-000039,2024-05-14,confirmed,122362.8,24472.35,146835.15,
f0d13f09-ece0-4c9c-afff-032c4e273b65,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,76b561b6-b2b0-4116-a119-b40f6f013d6d,SO-000040,2024-05-14,confirmed,651763.35,130352.25,782115.6,
cfb632af-d31c-4831-8f6d-fcd0237e95bf,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,278981a6-959b-4d62-8c0b-aaf194ddc21b,SO-000041,2024-05-15,confirmed,388973.55,77795.55,466769.1,
0806fa3a-91be-48ca-9f60-ecb3939c2165,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,ee0f5a7e-b99a-4056-ad6f-f716b351c742,SO-000042,2024-05-16,confirmed,325210.2,65042.25,390252.45,
b714d5cf-684d-4194-87a0-4a0343fed035,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,38d9661f-3fc1-404d-a0d5-a2b436722a57,SO-000043,2024-05-16,confirmed,264406.8,52881.15,317287.95,
1337cf23-100a-401b-ae53-0c62bd6662b4,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,08b47e0c-6ef5-49ea-a55d-f58a4e232173,SO-000044,2024-05-17,confirmed,610634.85,122127.6,732762.45,
f716a779-5a09-4d2d-8377-29362894943a,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,ddbe7a05-f791-4345-89a2-1140fc61daca,SO-000045,2024-05-17,confirmed,355000.8,70998.9,425999.7,
e167f419-c7d7-4880-824c-e07836829ad2,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,528cab75-44bf-40b2-9997-346cc7fd97a4,SO-000046,2024-05-20,confirmed,671291.25,134257.2,805548.45,
16e15fcb-e706-4cd4-943e-290edb414f92,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,e4b89ce3-a6b2-4640-b29c-9b7975624b62,SO-000047,2024-05-20,confirmed,402138.45,80427.9,482566.35,
1ca7a070-9f2c-4727-9377-4e757990916e,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,e4c18171-9905-438e-a433-8584d86ca296,SO-000048,2024-05-21,confirmed,216014.4,43203.3,259217.7,
e43c7bb7-3aa9-4b0e-b3b8-c434ead7d6b5,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,85746ab2-520c-4f51-be2c-b3741b2481a0,SO-000049,2024-05-21,confirmed,57304.8,11460.75,68765.55,
77d5254d-63e3-4eb2-8133-5cd730b56469,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,43a324c2-dbe6-4372-bb04-02b431abc036,SO-000050,2024-05-22,confirmed,65341.5,13068.3,78409.8,
cec5c6f9-fcbd-4412-9b94-18c770339de0,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,6e67aedf-0ee7-41dd-903f-42c08fe90f6e,SO-000051,2024-05-22,confirmed,310389.45,62077.05,372466.5,
bdd5e458-002e-4a18-88b4-903f72619097,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,38d9661f-3fc1-404d-a0d5-a2b436722a57,SO-000052,2024-05-23,confirmed,178263.75,35651.7,213915.45,
f544a851-3e83-4549-b8d6-ff88e992f9e3,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,15924d83-ee41-427a-8250-9db9d6bb72be,SO-000053,2024-05-24,confirmed,103614.0,20722.8,124336.8,
ad9984e4-0f71-4a26-bdd4-acfb52e8125b,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,7998dba3-61cf-4a20-9381-028033c49d24,SO-000054,2024-05-24,confirmed,66205.65,13241.55,79447.2,
6458a019-2a6c-4cf4-a4cd-4cc74c407cc4,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,ddbe7a05-f791-4345-89a2-1140fc61daca,SO-000055,2024-05-24,confirmed,41843.55,8368.5,50212.05,
b70dc484-32ba-4f37-bd7a-c8c1faa836c5,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,8bb3ff9c-c217-4931-b49e-668e8f25621a,SO-000056,2024-05-24,confirmed,408089.85,81617.55,489707.4,
bde68e7a-1702-426f-a895-4177cc7c083f,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,e5f8a306-7ec2-411b-befa-3e342ce6578a,SO-000057,2024-05-27,confirmed,106875.3,21373.8,128249.1,
67d54c11-cdae-410a-b412-1240468b9d82,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,528cab75-44bf-40b2-9997-346cc7fd97a4,SO-000058,2024-05-27,confirmed,342168.75,68434.8,410603.55,
66b8ba99-bdfe-4f2d-b7ea-5f536f1fd9d9,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,a4855d8c-ce57-4bf9-ba61-8187ffe47052,SO-000059,2024-05-27,confirmed,183006.6,36601.95,219608.55,
6bd5a24a-e46e-4e95-9290-b2d28acceb24,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,85746ab2-520c-4f51-be2c-b3741b2481a0,SO-000060,2024-05-27,confirmed,195972.0,39194.4,235166.4,
c60ca6a9-58ea-4e5a-869c-4ed71c2d169b,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,76b561b6-b2b0-4116-a119-b40f6f013d6d,SO-000061,2024-05-28,confirmed,169224.3,33844.65,203068.95,
87de50b5-1c57-40da-9781-10d2f54e0a8b,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,7d88f4dc-57c4-4dd8-a7e1-ee37a5ae139c,SO-000062,2024-05-29,confirmed,544383.0,108875.55,653258.55,
eaca31e3-a003-425b-b2b5-488f0b3f70e1,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,45411071-9b23-4a20-a05a-d511fe715d15,SO-000063,2024-05-30,confirmed,217031.85,43407.0,260438.85,
3d10ba29-8db7-4d90-bc52-20fd194a7542,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,85881fb1-9228-4cab-9c43-539af97b10e3,SO-000064,2024-05-30,confirmed,561820.35,112364.7,674185.05,
81394048-1ed7-4682-b196-a2dcf7ebb3cc,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,2ea529c6-2c27-45a2-aaf9-05d995902a24,SO-000065,2024-05-30,confirmed,147662.55,29532.3,177194.85,
3752dbaa-3588-418c-829a-340a6be33fe8,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,e5f8a306-7ec2-411b-befa-3e342ce6578a,SO-000066,2024-05-31,confirmed,149542.05,29908.2,179450.25,
f4daba19-87fb-4b93-b348-112913ff7587,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,56fbf97a-1873-40b5-84b5-b54aa9a16f85,SO-000067,2024-05-31,confirmed,60116.7,12023.55,72140.25,
54a17582-7c86-4777-94b7-7730b69e8181,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,ee0f5a7e-b99a-4056-ad6f-f716b351c742,SO-000068,2024-06-03,confirmed,372632.4,74525.85,447158.25,
a567bca7-f20e-46b8-b984-07f00bca1f39,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,15924d83-ee41-427a-8250-9db9d6bb72be,SO-000069,2024-06-04,confirmed,168211.05,33642.0,201853.05,
615f920a-1b4d-43fd-9930-65e102d1216b,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,d96b68b5-68e5-43de-8ecc-c53aa7261905,SO-000070,2024-06-04,confirmed,102574.5,20514.9,123089.4,
74a3852d-01c5-47f7-bb39-5afa72420444,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,e5f8a306-7ec2-411b-befa-3e342ce6578a,SO-000071,2024-06-05,confirmed,213951.15,42790.65,256741.8,
eae61006-b8cc-4c9c-a00b-a0dbb53a9823,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,e5f8a306-7ec2-411b-befa-3e342ce6578a,SO-000072,2024-06-06,confirmed,364361.55,72873.15,437234.7,
d02bfab2-f563-40c7-b98d-2432041d1a70,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,c9192ef6-e59d-486f-a513-f56e7cff5f76,SO-000073,2024-06-06,confirmed,249886.35,49976.85,299863.2,
695b3905-0b83-4c6d-8880-cba1940a57b4,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,8bbdde61-64f8-41fa-9a8b-482fcddd168c,SO-000074,2024-06-06,confirmed,43181.25,8636.25,51817.5,
ac15dfc2-5745-46bb-8999-0396c16f5666,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,38d9661f-3fc1-404d-a0d5-a2b436722a57,SO-000075,2024-06-07,confirmed,195774.6,39155.55,234930.15,
e638f08d-5e87-4899-a3e1-6e4bc01e39ca,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,45411071-9b23-4a20-a05a-d511fe715d15,SO-000076,2024-06-07,confirmed,133446.6,26689.95,160136.55,
57e3ed2a-8105-4525-a9fe-6a171a062104,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,2ea529c6-2c27-45a2-aaf9-05d995902a24,SO-000077,2024-06-07,confirmed,133206.15,26641.65,159847.8,
d5fe92a0-2c50-4444-b0bf-5bc7378b2a28,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,56fbf97a-1873-40b5-84b5-b54aa9a16f85,SO-000078,2024-06-10,confirmed,281471.4,56293.65,337765.05,
80286378-87a1-40b0-a1da-7fc164b78afa,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,2b2656b0-d3f3-4315-b037-b9f29a0d072a,SO-000079,2024-06-10,confirmed,208140.45,41628.3,249768.75,
f3b82b08-a4e8-4569-a592-30d4b7a144a7,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,20cf6421-f5d1-4ca9-b8e7-ee83047d7cfb,SO-000080,2024-06-10,confirmed,291847.5,58368.45,350215.95,
afb9bb87-c9b8-4ba0-b3b3-071c20e9347b,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,8b549367-b488-4c0d-8a35-17cb7d7bf887,SO-000081,2024-06-11,confirmed,292467.0,58493.4,350960.4,
e3c6b594-c612-4b2f-9d93-9f8fe140e6c0,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,278981a6-959b-4d62-8c0b-aaf194ddc21b,SO-000082,2024-06-12,confirmed,138140.1,27628.65,165768.75,
58eae404-293f-4584-96f7-c655caa5eff8,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,528cab75-44bf-40b2-9997-346cc7fd97a4,SO-000083,2024-06-12,confirmed,467537.7,93506.7,561044.4,
a1d4d74c-c664-4a01-bc5c-61c428412567,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,2c192621-6b4a-4cd7-adad-7cb2c14ab387,SO-000084,2024-06-12,confirmed,442536.15,88506.6,531042.75,
26f29d44-7d3d-4e37-a6df-3ac10cdd6d49,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,32480791-3b8a-482c-afc4-f4106b24b7b5,SO-000085,2024-06-12,confirmed,233650.2,46730.25,280380.45,
3d193d35-f250-4038-8982-76540d2ab274,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,15924d83-ee41-427a-8250-9db9d6bb72be,SO-000086,2024-06-13,confirmed,80468.85,16094.4,96563.25,
38da071f-4096-4db6-b73d-b64b6395407d,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,f83647ee-b60e-4d50-b23b-162bc49cfc96,SO-000087,2024-06-13,confirmed,134206.8,26842.2,161049.0,
19728c49-d118-40b3-adca-7faacfda4b7d,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,e4c18171-9905-438e-a433-8584d86ca296,SO-000088,2024-06-14,confirmed,213643.5,42728.7,256372.2,
d7d4f279-4ce9-4674-91da-501f91b85f6d,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,bddc8f13-0158-4120-8ba5-9db1dc9867c0,SO-000089,2024-06-14,confirmed,349378.05,69876.45,419254.5,
a2dcddb6-fa80-4bfa-b798-80f9766b2d30,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,ddbe7a05-f791-4345-89a2-1140fc61daca,SO-000090,2024-06-14,confirmed,267397.2,53479.65,320876.85,
e88757e1-6130-4250-b334-a94fdb7d3423,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,8563b29f-5560-4de0-b903-4e689f1b39f8,SO-000091,2024-06-14,confirmed,286200.6,57239.7,343440.3,
ef6f0773-192f-4938-acba-5df389469cf9,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,43a324c2-dbe6-4372-bb04-02b431abc036,SO-000092,2024-06-17,confirmed,188540.1,37707.6,226247.7,
c10b241d-821e-4b81-b42b-8048e4ed5f55,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,d76556dc-644b-4940-b9fa-85b1ead25b7a,SO-000093,2024-06-17,confirmed,269835.3,53966.85,323802.15,
9abe164d-0785-4238-ab3f-49d8a65e838b,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,07e15b8d-b19b-41ec-9b26-23c318bb551a,SO-000094,2024-06-17,confirmed,25675.65,5135.55,30811.2,
88aa9524-6772-4540-be84-2c522de6c153,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,85746ab2-520c-4f51-be2c-b3741b2481a0,SO-000095,2024-06-17,confirmed,110428.5,22085.7,132514.2,
685ab66b-a1a3-42d4-8600-6e9c76b701ee,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,f83647ee-b60e-4d50-b23b-162bc49cfc96,SO-000096,2024-06-17,confirmed,48374.55,9674.7,58049.25,
2d70bfb9-de72-4785-914f-1a7fa0b94bd0,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,08b47e0c-6ef5-49ea-a55d-f58a4e232173,SO-000097,2024-06-18,confirmed,80629.5,16125.9,96755.4,
b622cdb2-1cac-44df-9aed-4f239da0c2e5,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,1b98ad8b-f374-4ebb-98d7-0d8591c6d650,SO-000098,2024-06-18,confirmed,8558.55,1711.5,10270.05,
845ef34f-1847-4e4d-89dd-df70c3b07b63,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,ee0f5a7e-b99a-4056-ad6f-f716b351c742,SO-000099,2024-06-19,confirmed,24885.0,4977.0,29862.0,
3f08f67c-3e0d-4112-bb84-87a06ecb670e,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,d96b68b5-68e5-43de-8ecc-c53aa7261905,SO-000100,2024-06-20,confirmed,254020.2,50804.25,304824.45,
31d3981a-9f9d-4580-b26a-8bfc731cce7a,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,2ea529c6-2c27-45a2-aaf9-05d995902a24,SO-000101,2024-06-20,confirmed,302983.8,60597.6,363581.4,
73299ab1-637c-4e3f-a7f3-c41d1e28f039,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,43a324c2-dbe6-4372-bb04-02b431abc036,SO-000102,2024-06-21,confirmed,501350.85,100268.7,601619.55,
d153491f-4a45-40a8-8b71-871574927e00,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,d76556dc-644b-4940-b9fa-85b1ead25b7a,SO-000103,2024-06-21,confirmed,262675.35,52533.6,315208.95,
19be197b-2e38-467a-bf29-d34423328e40,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,f83647ee-b60e-4d50-b23b-162bc49cfc96,SO-000104,2024-06-21,confirmed,94546.2,18909.45,113455.65,
ae9c4c67-8970-4a1d-84e2-2d556c27db8d,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,1b98ad8b-f374-4ebb-98d7-0d8591c6d650,SO-000105,2024-06-24,confirmed,296885.4,59376.45,356261.85,
b44f603d-3d6a-4fc7-8780-49ee79fc2028,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,45e552d3-6c4d-40c2-8650-8996a5f98b92,SO-000106,2024-06-25,confirmed,186566.1,37312.8,223878.9,
d092a4ab-e3f7-4a31-b87b-5fa363bf751c,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,85881fb1-9228-4cab-9c43-539af97b10e3,SO-000107,2024-06-25,confirmed,261499.35,52300.5,313799.85,
04e0ed21-d16d-468d-8463-339f264eee38,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,1b98ad8b-f374-4ebb-98d7-0d8591c6d650,SO-000108,2024-06-25,confirmed,286170.15,57234.45,343404.6,
0307385d-e6da-40e7-9a9a-ed89bd9fde17,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,20cf6421-f5d1-4ca9-b8e7-ee83047d7cfb,SO-000109,2024-06-26,confirmed,325960.95,65191.35,391152.3,
19123e30-8e9c-41ee-bd79-9ba3ff4e557b,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,77cafe9d-df6b-4a1b-bd4b-fc4187b9aa51,SO-000110,2024-06-26,confirmed,95219.25,19043.85,114263.1,
acf5a809-6fb0-4988-bd1b-ceb5d8553db8,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,278981a6-959b-4d62-8c0b-aaf194ddc21b,SO-000111,2024-06-27,confirmed,255015.6,51003.75,306019.35,
7332861d-8055-4996-8779-0c16d3ce200d,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,cc18895c-4b38-41e7-adc7-e2e7822c6adb,SO-000112,2024-06-28,confirmed,15710.1,3141.6,18851.7,
d23733f3-a26f-4547-8805-d47ddb67ce64,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,38d9661f-3fc1-404d-a0d5-a2b436722a57,SO-000113,2024-06-28,confirmed,300162.45,60033.75,360196.2,
b10c3860-9ce4-4528-b7c9-0ec067183f06,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,85881fb1-9228-4cab-9c43-539af97b10e3,SO-000114,2024-06-28,confirmed,148004.85,29600.55,177605.4,
2b0ecd87-16a3-48cc-945b-94c2092fd9df,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,32480791-3b8a-482c-afc4-f4106b24b7b5,SO-000115,2024-06-28,confirmed,101339.7,20268.15,121607.85,
df61cb79-4ea8-4487-a189-f077138e6b82,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,43a324c2-dbe6-4372-bb04-02b431abc036,SO-000116,2024-07-01,confirmed,269724.0,53944.8,323668.8,
23ba4b11-6190-4fae-9456-d18b57c66260,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,77cafe9d-df6b-4a1b-bd4b-fc4187b9aa51,SO-000117,2024-07-01,confirmed,88540.2,17708.25,106248.45,
4d3660fd-2b20-4cba-9362-cd198c282856,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,a8b53655-259e-49ab-a571-d809956255c8,SO-000118,2024-07-02,confirmed,372830.85,74565.75,447396.6,
76dc37f6-12e4-4610-a9a7-62ae7a8664fa,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,528cab75-44bf-40b2-9997-346cc7fd97a4,SO-000119,2024-07-02,confirmed,24223.5,4844.7,29068.2,
