id,company_id,name,trading_name,abn,customer_type,status,payment_terms_days,credit_limit,created_date,churned_date,reliability,activity_level
a4855d8c-ce57-4bf9-ba61-8187ffe47052,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Wipro Group,Wipro Group,61763872007,business,active,14,106715.7,2024-04-06,,0.6876214419753357,0.7338208157515471
45411071-9b23-4a20-a05a-d511fe715d15,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,TVS Pvt Ltd,TVS Pvt Ltd,,individual,active,60,,2024-04-06,,0.496469809123072,0.30420453046659307
85881fb1-9228-4cab-9c43-539af97b10e3,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,TVS Group,TVS Group,60928149009,business,active,14,2213586.9,2024-04-06,,0.7905778495828772,0.5064596044739942
8563b29f-5560-4de0-b903-4e689f1b39f8,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Birla Group,Birla Group,,individual,active,60,,2024-04-06,,0.8592993040855992,0.5490612008586581
5befe573-a3fc-43ae-8a15-bc27a4800852,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Tech Industries,Tech Industries,,individual,active,14,,2024-04-06,,0.7183301851716892,0.2532063390548145
d76556dc-644b-4940-b9fa-85b1ead25b7a,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Mahindra Industries,Mahindra Industries,65333460320,business,active,60,760027.8,2024-04-06,,0.5699572879466213,0.44711458320496866
8bb3ff9c-c217-4931-b49e-668e8f25621a,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Bajaj Pvt Ltd,Bajaj Pvt Ltd,79757326378,business,active,60,1479453.15,2024-04-06,,0.5936516611614261,0.2681068230690174
6e67aedf-0ee7-41dd-903f-42c08fe90f6e,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Bajaj Technologies,Bajaj Technologies,21518968012,business,active,60,1001551.95,2024-04-06,,0.743338013862526,0.5402449759395775
07e15b8d-b19b-41ec-9b26-23c318bb551a,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Birla Enterprises,Birla Enterprises,22194258285,business,active,30,173032.65,2024-04-08,,0.7373263399833435,0.28944632137433957
88ab2c7e-7f02-4ff4-ba3e-6f9104eb6ae6,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Reliance Industries,Reliance Industries,80678273086,business,active,14,1289250.9,2024-04-10,,0.890221026958289,0.1208760527432862
1b98ad8b-f374-4ebb-98d7-0d8591c6d650,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Mahindra Pvt Ltd,Mahindra Pvt Ltd,,individual,active,14,,2024-04-11,,0.8213492515741905,0.4456295391110416
2ea529c6-2c27-45a2-aaf9-05d995902a24,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Apex Enterprises,Apex Enterprises,71867359304,business,active,60,980049.0,2024-04-17,,0.824922058097757,0.5920976586261448
76b561b6-b2b0-4116-a119-b40f6f013d6d,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Godrej Group,Godrej Group,44888207986,business,active,30,2983418.55,2024-05-09,,0.3124338886407878,0.7796650328550588
32480791-3b8a-482c-afc4-f4106b24b7b5,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Bajaj Enterprises,Bajaj Enterprises,57873058654,business,active,14,1252090.35,2024-05-14,,0.7531491910012854,0.45962934402185723
85746ab2-520c-4f51-be2c-b3741b2481a0,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Godrej Industries,Godrej Industries,42268242180,business,active,14,153335.7,2024-05-16,,0.73274614238707,0.5540256920307433
9d354fc5-f9d0-46a8-9dc6-455447f79cb4,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Godrej Group,Godrej Group,13737151833,business,active,30,429411.15,2024-05-17,,0.9496849153400022,0.3505999241827766
20cf6421-f5d1-4ca9-b8e7-ee83047d7cfb,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Mahindra Pvt Ltd,Mahindra Pvt Ltd,82361643608,business,active,14,441184.8,2024-06-04,,0.8667035857988739,0.712103865807125
f83647ee-b60e-4d50-b23b-162bc49cfc96,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Wipro Solutions,Wipro Solutions,00747058958,business,active,30,486372.6,2024-06-13,,1.0,0.6005890135431801
77cafe9d-df6b-4a1b-bd4b-fc4187b9aa51,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Birla Industries,Birla Industries,29849621124,business,active,30,571957.05,2024-06-21,,1.0,0.5624302232489998
8d3e76e2-bcca-458c-adfb-2ac472894a9d,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Godrej Industries,Godrej Industries,89952914610,business,active,14,1740198.6,2024-06-24,,0.9387526971907784,0.4626487187715141
9dff193a-c608-4614-a203-3c3b3793dc81,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Birla Solutions,Birla Solutions,74112858192,business,active,30,974140.65,2024-07-01,,0.8500359511508123,0.39711543930623694
c5da3d37-b3f9-4c6d-974d-7122cd3a0060,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Apex Pvt Ltd,Apex Pvt Ltd,70272347924,business,active,30,2122017.45,2024-07-04,,0.7351062185722989,0.6023284896879272
e7f5088a-500f-4069-b111-5b34c370fa63,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Tata Group,Tata Group,,individual,active,60,,2024-07-23,,0.7894246558341798,0.4242273890524558
f3bf9681-3d66-4b0f-b7fd-a9884f550c84,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Bajaj Enterprises,Bajaj Enterprises,64602676398,business,active,60,328717.2,2024-08-13,,0.49148760757565363,0.4487005822506764
bffa3c5d-cdcb-4c4f-b147-4f06288d2cba,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Apex Industries,Apex Industries,90982321980,business,active,14,2380113.75,2024-09-03,,0.5446668382200691,0.16333794033469237
ff37d3b8-fb4c-4200-9cd7-ddf0fe283c49,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Birla Technologies,Birla Technologies,73647399669,business,active,30,2209470.9,2024-09-17,,0.5581710733131462,1.0
4743de13-c7d8-4ada-9dfb-007ca5ddccda,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Adani Enterprises,Adani Enterprises,81159574042,business,active,30,140335.65,2024-10-04,,0.5166005502423825,0.352173974070426
10ea24f7-4703-43c0-8eef-e6fd06cc231a,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Birla Industries,Birla Industries,,individual,active,14,,2024-10-24,,0.6770562078191499,0.44118008788482177
b5e45ced-4726-4e60-955a-b4b800aaf6e2,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Godrej Group,Godrej Group,53015575102,business,active,14,587095.95,2024-10-29,,0.9270995751019647,0.31459349517434637
7e61d925-1e33-4231-9a32-e3dd129967e6,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Tata Pvt Ltd,Tata Pvt Ltd,85554376996,business,active,30,1246678.65,2024-10-31,,0.7530683827325866,0.5914686606099346
d311682f-b347-4ea2-901b-1c871d565030,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Apex Group,Apex Group,71699874296,business,active,14,217473.9,2024-11-05,,0.9406098742526252,0.43765695990681175
134eadcd-c104-41b8-8850-04933c6c2e04,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Infosys Pvt Ltd,Infosys Pvt Ltd,,individual,active,14,,2024-11-13,,0.5805429873517612,0.4179165353799426
de088a15-c4c4-4cac-ad33-943f58f7a47f,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Godrej Technologies,Godrej Technologies,,individual,active,30,,2024-11-22,,0.7749893021543356,0.3112970942645587
ea43342d-3999-4049-966a-2ac60bf7e493,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Bajaj Pvt Ltd,Bajaj Pvt Ltd,,individual,active,30,,2024-12-24,,0.8978645345921911,0.4451738580314184
6273decc-4ca1-4588-ad17-a280009c69b2,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Infosys Industries,Infosys Industries,79231492090,business,active,14,361768.05,2025-01-03,,0.7803706169170882,0.7823477773490207
3ae090a7-afc1-428d-ab68-ffd369c280c3,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Wipro Pvt Ltd,Wipro Pvt Ltd,22133743512,business,active,60,590769.9,2025-01-08,,0.8674427109356727,0.2057972307045336
03796a1b-df0e-4680-9aca-4118b2ad8125,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Mahindra Enterprises,Mahindra Enterprises,,individual,active,60,,2025-01-29,,0.752201080409959,0.5953002390567457
63072658-8666-425c-96c0-531fa1fc1ea9,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Infosys Solutions,Infosys Solutions,85210856653,business,active,60,797164.2,2025-03-07,,0.4375761412161562,0.5080557266974833
271e705c-c654-4a8c-8ca6-9f27b4c194e2,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Reliance Industries,Reliance Industries,59689998719,business,active,30,1015640.85,2025-03-25,,0.7279147552313091,1.0
09e58448-383f-446d-81be-2a74e575d778,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Adani Technologies,Adani Technologies,22538662164,business,active,30,493735.2,2025-04-03,,0.9381211016549086,0.5686528437280165
3378190a-72a7-4c8e-a4e3-624521d066ea,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Wipro Solutions,Wipro Solutions,,individual,active,60,,2025-04-17,,0.757687896442017,0.6255684203103039
e94bcb35-ad6d-45b0-a580-26223f95e5a3,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Bajaj Pvt Ltd,Bajaj Pvt Ltd,13392050072,business,active,60,248906.7,2025-05-07,,0.3882042855017146,0.1
d08c5932-5a1a-428a-ba83-40aaf27fb513,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Infosys Technologies,Infosys Technologies,77182238151,business,active,14,240341.85,2025-05-16,,0.8207820529980632,0.6962119062899185
d2cf2853-c429-4cd4-bb7c-50e20041c1c5,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Tech Technologies,Tech Technologies,,individual,active,30,,2025-05-19,,0.7848747306282118,0.5269799805151194
6c112956-b4e3-4702-ac34-bcb7993ae127,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Infosys Industries,Infosys Industries,64594306253,business,active,30,566338.5,2025-06-03,,0.8126368485197183,0.645061993303661
bdd9d328-0bc0-4279-b672-c1f9f316b15a,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Reliance Pvt Ltd,Reliance Pvt Ltd,,individual,active,60,,2025-06-13,,0.7518315414647049,0.1
53e56faa-e1aa-484a-b740-99c672f757df,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Bajaj Solutions,Bajaj Solutions,59599082449,business,active,60,1675711.8,2025-06-16,,0.6103510599846951,0.5303491448099247
dfae0fcd-128b-41a8-9fa8-2a949ccc589c,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Infosys Enterprises,Infosys Enterprises,03728654389,business,active,14,303352.35,2025-06-30,,0.7533678322028595,0.7628922396964002
7ee3c983-3370-4051-be68-bdac07d56cc7,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Mahindra Industries,Mahindra Industries,15583136083,business,active,30,3891485.85,2025-07-11,,0.7578217828478522,0.4401216683573152
959bb411-3ebf-4f08-a871-3e43809aaa06,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Apex Industries,Apex Industries,,individual,active,60,,2025-08-15,,0.6533022989275361,0.1767150344134693
89d0d04d-05f0-4c9c-8976-d5cec6d8bb59,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Adani Technologies,Adani Technologies,63140667778,business,active,14,1218162.75,2025-08-19,,0.8722579425095625,0.6069245315206231
5178d115-c554-40ba-85fc-300ffef6429f,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Mahindra Group,Mahindra Group,85458179002,business,active,60,1860933.9,2025-08-26,,0.8933357053633013,0.4049987734023767
e7e9b850-d23c-44af-99c5-ff5d348a8fac,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Godrej Solutions,Godrej Solutions,14580629013,business,active,14,1260302.4,2025-10-01,,1.0,0.43847847768685955
644974ba-8d1e-4029-bdf0-be255b47dd2b,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Birla Group,Birla Group,23521095849,business,active,14,155161.65,2025-10-02,,0.7062558231200193,0.7428216907761623
58e53236-d6c5-4a0f-a992-76120cbfa2f7,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Tech Enterprises,Tech Enterprises,12926910015,business,active,14,735934.5,2025-10-03,,0.8582141963641448,0.3378583187196199
01096562-74d3-4032-8efc-cca68b425cbf,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Bajaj Technologies,Bajaj Technologies,71890539114,business,active,60,264115.95,2025-10-15,,0.7093412708374089,0.3958719899429498
7283a4e3-db8d-40e7-9403-42ac487168d4,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Godrej Industries,Godrej Industries,06171624028,business,active,14,162636.6,2025-10-20,,0.926425945903606,0.23883733527543835
72307e0c-a495-4e80-a4bd-a108b412b43a,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Reliance Solutions,Reliance Solutions,,individual,active,60,,2025-10-28,,0.8252502668736634,0.710172204992345
73703d4c-fe84-464c-9528-e93a219a75f9,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Birla Pvt Ltd,Birla Pvt Ltd,,individual,active,60,,2025-11-11,,0.8927513707921443,0.646285184030305
1e5aad49-03e6-478a-8170-ac4c39bd20ce,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Infosys Industries,Infosys Industries,04045242441,business,active,30,229044.9,2025-11-17,,0.7637232380589485,0.45142856706856943
24ab1375-3958-4352-974d-2532f0d57b15,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Bajaj Industries,Bajaj Industries,,individual,active,30,,2025-11-19,,0.7370310953987675,0.46548464066898365
406c3939-e40c-4ece-8fe6-cd0ae1eefc52,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Wipro Group,Wipro Group,41899921517,business,active,14,351313.2,2025-11-20,,0.8096741550201593,0.5730582357584781
a4e093bd-06df-4e50-9d38-e5266997573f,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Apex Enterprises,Apex Enterprises,,individual,active,30,,2025-11-27,,0.8899968893450514,0.26953304822065116
255f97f5-b9e7-4c21-81b5-2471bb18ced4,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Tata Enterprises,Tata Enterprises,,individual,active,30,,2025-12-02,,0.6938155580755223,0.46093088131756954
d18073fc-3430-48fd-b91e-283a266b0729,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Tech Solutions,Tech Solutions,,individual,active,60,,2025-12-10,,0.8363621182774558,0.40452564273144626
0a8c0370-bcce-4082-87df-c25fa158ef1d,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,TVS Group,TVS Group,,individual,active,30,,2025-12-11,,0.7073623495807121,0.537751610825982
685c9a4d-4f84-4382-9661-88f0502f68da,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Infosys Pvt Ltd,Infosys Pvt Ltd,,individual,active,14,,2025-12-15,,0.6771035498039271,0.3795468753393877
2f278cd9-14ff-4f77-96dc-f9d3059d4e12,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Reliance Group,Reliance Group,10086259580,business,active,60,4736722.2,2025-12-24,,0.8307150913977055,0.3249244426732308
728f633b-f2df-4133-9844-3639ca3bdc03,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Wipro Industries,Wipro Industries,,individual,active,14,,2025-12-29,,0.7502663072178891,0.7013513392231789
fa15ee35-9ef6-431b-842f-4494beafacc4,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Infosys Solutions,Infosys Solutions,33746359602,business,active,30,1410679.2,2025-12-30,,0.5673937169085966,0.7923957814078083
32bbc8a7-932b-4b99-934b-689a2eb2fa90,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Birla Group,Birla Group,05767359712,business,active,14,380341.5,2025-12-31,,0.6525563560453514,0.2561902102388179
37e13e7c-15f4-47fd-a8af-d990b539d2f3,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Wipro Industries,Wipro Industries,99834837416,business,active,60,472186.05,2026-01-05,,0.6018502613761209,0.3848828588043295
d3b79109-8ecc-4fa0-a727-e0d1716d3843,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Godrej Pvt Ltd,Godrej Pvt Ltd,63527559910,business,active,14,1775916.45,2026-02-02,,0.7508045405336657,0.3761216414511039
53db5fb1-179d-4cb0-bd52-b280cb53b5be,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Reliance Technologies,Reliance Technologies,79222981109,business,active,14,718764.9,2026-02-09,,0.8183715195857421,0.3690017375170928
3152c736-04f7-4e58-a612-fa3af399a8bd,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Tech Industries,Tech Industries,,individual,active,30,,2026-02-17,,0.7241122869979462,0.10511343075619865
1850a832-81ea-442c-947a-f8273623c389,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Infosys Technologies,Infosys Technologies,00984580930,business,active,30,724224.9,2026-02-18,,0.7096065018805244,0.696459902199354
c744a59c-e57f-424c-a660-8ae5ad786a81,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Reliance Solutions,Reliance Solutions,43924933825,business,active,14,3392469.15,2026-03-05,,0.6677792882807362,0.7457340554588228
b07805ba-ac85-45ab-a001-d5bfbb43c6df,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,TVS Solutions,TVS Solutions,30471947546,business,active,14,400629.6,2026-03-13,,0.6642823696635417,0.8232990261151906
8d61183b-f339-42e6-ac77-734408ae245d,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,TVS Pvt Ltd,TVS Pvt Ltd,29297268222,business,active,60,105000.0,2026-03-16,,0.8020222597474026,0.5439214335336408
e5be2b2f-f406-4f47-8ae5-eca007c79255,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Bajaj Technologies,Bajaj Technologies,30384150103,business,active,14,778072.05,2026-03-23,,0.8486701137845156,0.7423438844577951
ca48df92-3f6f-46bc-8f1a-653585aa2339,dd6f7306-36ed-4c9f-9996-6c5ab35d6628,Adani Group,Adani Group,,individual,active,60,,2026-03-31,,0.5341601078340746,0.528312484093478
